"263_S5"	"265_S6"	"268_S4"	"276_S2"	"277_S3"	"287_S1"
"ENSMUSG00000029545"	4	129	6	178	473	216
"ENSMUSG00000046562"	86	319	274	544	678	488
"ENSMUSG00000048578"	105	782	1	830	834	300
"ENSMUSG00000060152"	19	90	1	62	82	138
"ENSMUSG00000041740"	109	578	1548	718	717	620
"ENSMUSG00000083875"	0	0	66	3	0	0
"ENSMUSG00000041733"	32	155	0	234	128	356
"ENSMUSG00000009013"	328	1824	659	1361	1659	2110
"ENSMUSG00000086368"	0	0	0	0	61	0
"ENSMUSG00000029538"	3	157	40	38	0	33
"ENSMUSG00000029536"	22	123	161	139	1	277
"ENSMUSG00000029535"	45	305	20	22	103	146
"ENSMUSG00000041697"	146	495	184	434	429	732
"ENSMUSG00000086352"	0	0	0	2	0	0
"ENSMUSG00000087292"	0	0	0	3	0	5
"ENSMUSG00000106887"	1	0	0	3	0	0
"ENSMUSG00000054256"	0	3	0	0	0	42
"ENSMUSG00000107353"	0	4	0	0	0	0
"ENSMUSG00000029524"	13	98	0	90	77	47
"ENSMUSG00000096243"	3	0	3	0	0	17
"ENSMUSG00000029528"	57	231	533	448	266	257
"ENSMUSG00000086849"	0	0	22	0	0	0
"ENSMUSG00000067274"	899	1757	1664	2830	4876	3454
"ENSMUSG00000041638"	140	162	140	454	393	776
"ENSMUSG00000107121"	2	0	0	27	0	14
"ENSMUSG00000029518"	3	223	35	51	37	106
"ENSMUSG00000041609"	0	216	1	0	0	91
"ENSMUSG00000083833"	1	1	6	19	21	16
"ENSMUSG00000029516"	7	7	215	130	127	194
"ENSMUSG00000085376"	0	0	0	0	0	12
"ENSMUSG00000029513"	22	287	535	401	185	231
"ENSMUSG00000079278"	0	0	0	0	0	8
"ENSMUSG00000041548"	104	72	0	382	544	435
"ENSMUSG00000107369"	1	5	1	6	4	5
"ENSMUSG00000107327"	0	0	6	0	0	0
"ENSMUSG00000066900"	8	161	3	75	19	19
"ENSMUSG00000061288"	117	130	703	272	341	962
"ENSMUSG00000107225"	0	0	0	0	4	0
"ENSMUSG00000084587"	0	0	0	0	0	14
"ENSMUSG00000032959"	84	280	167	511	648	502
"ENSMUSG00000072688"	0	0	0	0	28	0
"ENSMUSG00000066894"	30	127	2	18	0	244
"ENSMUSG00000081274"	0	0	2	0	0	0
"ENSMUSG00000029364"	23	111	0	87	6	114
"ENSMUSG00000029363"	61	1	56	238	470	82
"ENSMUSG00000029361"	16	0	0	57	0	0
"ENSMUSG00000032898"	21	91	107	163	0	548
"ENSMUSG00000029359"	0	60	3	5	65	8
"ENSMUSG00000032867"	0	4	6	15	0	38
"ENSMUSG00000032850"	1	0	0	59	0	0
"ENSMUSG00000032840"	14	170	1	0	25	126
"ENSMUSG00000018076"	38	280	103	233	220	148
"ENSMUSG00000107286"	35	167	6	40	0	132
"ENSMUSG00000106798"	2	3	0	52	0	40
"ENSMUSG00000107116"	0	1	0	0	3	31
"ENSMUSG00000107364"	8	135	0	19	0	10
"ENSMUSG00000018604"	3	7	49	111	0	0
"ENSMUSG00000106795"	0	6	0	0	0	1
"ENSMUSG00000029594"	3	78	26	26	251	274
"ENSMUSG00000029596"	8	0	2	33	0	49
"ENSMUSG00000029597"	3	0	0	0	0	0
"ENSMUSG00000029598"	120	195	0	813	1454	929
"ENSMUSG00000032754"	4	63	30	181	257	93
"ENSMUSG00000032741"	13	19	272	74	92	163
"ENSMUSG00000106825"	3	0	0	0	0	0
"ENSMUSG00000029601"	1	0	0	33	15	4
"ENSMUSG00000029600"	7	83	1	48	109	45
"ENSMUSG00000029599"	22	359	243	165	233	359
"ENSMUSG00000094282"	0	24	0	0	0	0
"ENSMUSG00000029603"	0	0	0	21	0	0
"ENSMUSG00000032690"	15	0	142	108	0	0
"ENSMUSG00000032661"	0	8	440	259	0	1
"ENSMUSG00000029605"	0	142	0	0	0	0
"ENSMUSG00000092939"	0	0	2	0	0	0
"ENSMUSG00000052776"	0	32	23	112	145	59
"ENSMUSG00000029608"	22	0	134	0	0	0
"ENSMUSG00000043733"	171	111	37	556	697	621
"ENSMUSG00000029614"	199	805	344	712	1045	915
"ENSMUSG00000042744"	11	306	334	410	6	248
"ENSMUSG00000042726"	65	349	11	241	20	817
"ENSMUSG00000042719"	39	410	8	177	280	59
"ENSMUSG00000106115"	5	57	0	0	0	0
"ENSMUSG00000029616"	33	216	213	294	243	296
"ENSMUSG00000029452"	0	0	0	0	0	8
"ENSMUSG00000029454"	2	0	0	0	0	8
"ENSMUSG00000029455"	161	719	649	1495	1123	1365
"ENSMUSG00000106590"	0	0	0	1	1	0
"ENSMUSG00000042647"	0	1	0	70	1	0
"ENSMUSG00000029456"	0	167	1	24	275	128
"ENSMUSG00000029458"	58	321	30	122	21	210
"ENSMUSG00000042605"	7	330	182	81	606	208
"ENSMUSG00000106110"	9	8	0	45	0	0
"ENSMUSG00000105179"	0	0	13	4	78	0
"ENSMUSG00000042594"	37	105	0	1	209	47
"ENSMUSG00000099063"	1	0	0	0	0	2
"ENSMUSG00000044134"	16	70	0	58	181	68
"ENSMUSG00000042589"	4	0	0	3	0	0
"ENSMUSG00000105795"	4	0	0	0	0	0
"ENSMUSG00000004455"	20	141	57	53	211	122
"ENSMUSG00000105742"	0	0	0	1	0	32
"ENSMUSG00000064267"	27	411	90	160	0	261
"ENSMUSG00000038593"	8	170	0	79	0	130
"ENSMUSG00000038582"	27	57	0	1	0	10
"ENSMUSG00000029462"	52	688	151	190	386	583
"ENSMUSG00000029463"	27	28	0	82	127	18
"ENSMUSG00000029464"	57	85	180	131	1	531
"ENSMUSG00000104916"	0	0	0	2	0	0
"ENSMUSG00000029465"	77	610	432	339	496	351
"ENSMUSG00000029466"	42	13	114	157	514	233
"ENSMUSG00000079906"	8	1	0	0	0	0
"ENSMUSG00000029467"	155	311	248	245	0	506
"ENSMUSG00000105434"	5	1	0	42	309	45
"ENSMUSG00000105970"	0	0	0	2	0	22
"ENSMUSG00000106375"	0	220	0	159	1162	164
"ENSMUSG00000029469"	6	62	0	165	0	165
"ENSMUSG00000105430"	0	0	0	8	0	0
"ENSMUSG00000029468"	61	0	4	0	67	267
"ENSMUSG00000059352"	0	1	0	0	1	2
"ENSMUSG00000029470"	48	323	20	337	201	448
"ENSMUSG00000029471"	24	330	189	58	298	405
"ENSMUSG00000105613"	0	0	0	0	0	11
"ENSMUSG00000029472"	336	1761	1714	2194	2667	2728
"ENSMUSG00000029474"	27	154	278	335	411	105
"ENSMUSG00000029475"	29	275	88	21	277	55
"ENSMUSG00000049686"	0	61	0	0	0	0
"ENSMUSG00000029477"	8	0	0	0	0	0
"ENSMUSG00000105107"	0	1	0	0	7	0
"ENSMUSG00000080836"	1	2	0	0	0	1
"ENSMUSG00000054434"	21	2	100	71	0	41
"ENSMUSG00000029449"	0	0	0	42	168	4
"ENSMUSG00000104951"	0	0	68	0	0	0
"ENSMUSG00000090086"	0	2	0	0	0	5
"ENSMUSG00000105881"	0	0	0	0	0	3
"ENSMUSG00000038384"	16	126	54	26	36	43
"ENSMUSG00000029440"	72	164	53	166	165	198
"ENSMUSG00000029442"	34	0	0	6	0	0
"ENSMUSG00000094664"	16	57	27	92	66	92
"ENSMUSG00000029438"	3	305	93	305	79	365
"ENSMUSG00000065191"	0	0	2	0	13	0
"ENSMUSG00000104830"	0	0	0	0	1	4
"ENSMUSG00000038342"	38	77	19	63	15	97
"ENSMUSG00000106254"	0	0	0	0	0	16
"ENSMUSG00000104940"	0	3	9	2	0	0
"ENSMUSG00000106636"	2	0	27	63	2	1
"ENSMUSG00000082532"	0	1	0	32	0	0
"ENSMUSG00000063409"	2	0	0	0	0	0
"ENSMUSG00000029433"	11	31	1	130	4	44
"ENSMUSG00000029434"	54	246	48	8	183	342
"ENSMUSG00000104704"	0	2	0	0	0	0
"ENSMUSG00000049550"	201	544	894	366	2612	1001
"ENSMUSG00000084552"	0	0	0	0	0	7
"ENSMUSG00000029427"	29	278	84	129	433	338
"ENSMUSG00000029422"	113	1004	1113	974	211	661
"ENSMUSG00000029414"	1	4	0	120	0	124
"ENSMUSG00000045502"	35	123	773	578	187	87
"ENSMUSG00000049241"	0	0	1	83	0	127
"ENSMUSG00000023106"	61	445	64	424	130	468
"ENSMUSG00000105875"	0	22	0	5	0	3
"ENSMUSG00000061882"	5	4	0	16	0	31
"ENSMUSG00000000915"	26	105	180	356	29	159
"ENSMUSG00000066278"	4	32	122	107	60	80
"ENSMUSG00000104818"	0	0	108	12	0	0
"ENSMUSG00000029408"	8	2	0	0	0	0
"ENSMUSG00000085433"	0	20	0	5	0	42
"ENSMUSG00000023707"	19	9	0	57	5	133
"ENSMUSG00000029404"	37	244	60	352	713	305
"ENSMUSG00000029406"	1	225	0	45	18	309
"ENSMUSG00000089842"	0	1	0	0	0	36
"ENSMUSG00000038126"	0	34	7	123	163	158
"ENSMUSG00000105382"	4	0	0	0	0	0
"ENSMUSG00000047635"	9	117	0	0	175	37
"ENSMUSG00000029394"	1	24	0	12	5	30
"ENSMUSG00000038095"	260	611	1208	1369	408	1611
"ENSMUSG00000049327"	40	138	48	183	27	73
"ENSMUSG00000029401"	2	133	66	280	212	104
"ENSMUSG00000082402"	0	0	15	0	80	16
"ENSMUSG00000029402"	3	126	0	59	9	108
"ENSMUSG00000029392"	38	103	0	180	186	93
"ENSMUSG00000029390"	158	1030	59	681	762	644
"ENSMUSG00000029389"	16	55	88	50	105	112
"ENSMUSG00000029388"	13	124	330	208	3	426
"ENSMUSG00000029387"	10	0	5	47	0	139
"ENSMUSG00000029386"	36	290	0	113	0	140
"ENSMUSG00000038023"	106	338	0	323	245	356
"ENSMUSG00000037979"	25	95	0	0	0	0
"ENSMUSG00000079215"	89	59	151	86	51	41
"ENSMUSG00000037962"	14	66	0	174	156	128
"ENSMUSG00000029478"	15	134	0	114	4	468
"ENSMUSG00000037936"	113	252	0	94	277	277
"ENSMUSG00000008348"	107	941	376	857	529	1094
"ENSMUSG00000072612"	2	57	12	84	0	112
"ENSMUSG00000029480"	13	165	0	92	1	125
"ENSMUSG00000106271"	0	0	5	0	0	0
"ENSMUSG00000037905"	2	44	81	103	191	49
"ENSMUSG00000029482"	43	250	4	241	251	376
"ENSMUSG00000105189"	0	1	1	0	0	0
"ENSMUSG00000029416"	50	155	0	271	342	71
"ENSMUSG00000049971"	0	0	0	0	59	0
"ENSMUSG00000104581"	0	1	1	0	1	1
"ENSMUSG00000029428"	23	14	289	222	897	198
"ENSMUSG00000029430"	212	949	1226	1313	871	680
"ENSMUSG00000044017"	0	108	0	350	399	393
"ENSMUSG00000060419"	7	23	32	19	14	20
"ENSMUSG00000029439"	30	767	71	378	20	702
"ENSMUSG00000104814"	0	29	0	0	0	19
"ENSMUSG00000057244"	1	5	8	4	10	5
"ENSMUSG00000051034"	0	75	0	82	0	333
"ENSMUSG00000034211"	31	115	63	282	125	292
"ENSMUSG00000029432"	11	112	93	340	100	299
"ENSMUSG00000029446"	7	141	1	38	0	96
"ENSMUSG00000029447"	261	1335	888	1135	1277	1037
"ENSMUSG00000025538"	38	282	194	224	233	60
"ENSMUSG00000025537"	1	1	0	36	0	54
"ENSMUSG00000070493"	109	531	183	396	414	645
"ENSMUSG00000034173"	0	0	0	87	99	65
"ENSMUSG00000066735"	33	82	20	148	215	476
"ENSMUSG00000107118"	0	0	0	0	0	13
"ENSMUSG00000025534"	60	667	0	319	429	508
"ENSMUSG00000025533"	25	3	5	121	180	52
"ENSMUSG00000025532"	50	5	308	77	0	120
"ENSMUSG00000034118"	20	281	43	188	220	40
"ENSMUSG00000034110"	0	84	0	4	0	122
"ENSMUSG00000025340"	34	258	428	535	574	100
"ENSMUSG00000080893"	1	8	43	10	53	10
"ENSMUSG00000094092"	1	3	7	4	2	3
"ENSMUSG00000053094"	92	436	0	132	30	182
"ENSMUSG00000107143"	0	0	0	2	0	0
"ENSMUSG00000106751"	2	0	0	43	0	0
"ENSMUSG00000025337"	40	561	416	396	289	896
"ENSMUSG00000056310"	33	82	1	219	0	139
"ENSMUSG00000034040"	11	0	0	105	191	39
"ENSMUSG00000029673"	66	387	0	172	495	381
"ENSMUSG00000105584"	0	0	0	0	0	7
"ENSMUSG00000104987"	0	2	0	0	0	0
"ENSMUSG00000105289"	0	24	0	0	0	0
"ENSMUSG00000105726"	0	0	0	39	0	0
"ENSMUSG00000106557"	0	0	0	10	0	0
"ENSMUSG00000106570"	0	60	0	77	0	75
"ENSMUSG00000105720"	0	10	0	0	0	0
"ENSMUSG00000106395"	0	0	0	0	0	26
"ENSMUSG00000106386"	0	194	0	0	0	3
"ENSMUSG00000106320"	14	32	0	113	0	68
"ENSMUSG00000104936"	0	0	0	81	0	19
"ENSMUSG00000105985"	0	395	0	5	0	25
"ENSMUSG00000105495"	0	49	0	0	0	0
"ENSMUSG00000106049"	0	0	0	39	0	0
"ENSMUSG00000105624"	0	269	0	49	0	0
"ENSMUSG00000106384"	4	0	0	22	0	19
"ENSMUSG00000105598"	0	0	0	6	0	0
"ENSMUSG00000058905"	2	0	1	2	0	1
"ENSMUSG00000015944"	1	116	0	24	0	191
"ENSMUSG00000061979"	13	1	0	100	20	91
"ENSMUSG00000015942"	0	174	0	147	153	30
"ENSMUSG00000015950"	20	73	490	230	545	157
"ENSMUSG00000060261"	150	831	389	696	718	1061
"ENSMUSG00000107000"	4	0	0	79	41	0
"ENSMUSG00000023079"	11	38	15	12	0	19
"ENSMUSG00000072576"	0	2	0	0	0	0
"ENSMUSG00000063146"	21	38	28	62	9	165
"ENSMUSG00000106691"	0	0	0	47	0	0
"ENSMUSG00000023104"	63	210	19	332	514	487
"ENSMUSG00000040751"	1	30	18	15	22	20
"ENSMUSG00000040731"	193	907	329	1577	1395	1556
"ENSMUSG00000029674"	0	0	1	51	0	8
"ENSMUSG00000029675"	0	6	0	64	267	36
"ENSMUSG00000008843"	45	0	321	122	81	28
"ENSMUSG00000040557"	5	0	0	0	0	0
"ENSMUSG00000070473"	0	45	15	47	93	81
"ENSMUSG00000107335"	0	0	0	8	0	27
"ENSMUSG00000040532"	12	155	4	83	101	64
"ENSMUSG00000085042"	1	51	0	9	0	48
"ENSMUSG00000007207"	13	0	0	0	0	36
"ENSMUSG00000005378"	42	148	111	176	278	226
"ENSMUSG00000088008"	3	0	0	0	0	0
"ENSMUSG00000061118"	5	26	0	19	29	59
"ENSMUSG00000005373"	0	0	0	0	0	12
"ENSMUSG00000005374"	23	223	15	149	61	414
"ENSMUSG00000029681"	44	351	144	262	167	648
"ENSMUSG00000002748"	109	583	230	302	478	658
"ENSMUSG00000049551"	21	726	0	17	0	35
"ENSMUSG00000106913"	3	0	0	17	0	0
"ENSMUSG00000000916"	20	3	129	113	66	134
"ENSMUSG00000053293"	28	62	0	97	11	11
"ENSMUSG00000039959"	39	449	1	275	82	279
"ENSMUSG00000106758"	0	0	0	0	14	2
"ENSMUSG00000039917"	62	115	9	66	183	268
"ENSMUSG00000105239"	0	47	0	0	0	0
"ENSMUSG00000005514"	32	424	481	370	3	164
"ENSMUSG00000080972"	3	3	12	6	8	3
"ENSMUSG00000039886"	14	70	45	307	91	346
"ENSMUSG00000019178"	6	0	0	0	0	0
"ENSMUSG00000019179"	201	1199	1092	773	1618	1269
"ENSMUSG00000004951"	66	210	0	255	94	511
"ENSMUSG00000051391"	114	403	453	840	1655	932
"ENSMUSG00000004947"	7	123	1	0	220	52
"ENSMUSG00000042985"	0	33	0	0	0	0
"ENSMUSG00000004952"	3	3	0	147	29	57
"ENSMUSG00000039771"	7	78	130	49	106	178
"ENSMUSG00000029703"	16	89	206	11	115	157
"ENSMUSG00000039754"	7	14	0	0	0	53
"ENSMUSG00000039747"	15	196	242	129	4	442
"ENSMUSG00000039737"	12	54	63	5	0	106
"ENSMUSG00000106243"	0	0	27	16	0	0
"ENSMUSG00000005057"	1	10	0	0	0	219
"ENSMUSG00000029705"	97	218	14	571	421	494
"ENSMUSG00000086220"	0	2	0	27	0	0
"ENSMUSG00000102415"	0	0	81	0	0	0
"ENSMUSG00000104369"	0	0	0	0	0	12
"ENSMUSG00000004415"	0	104	134	20	0	2
"ENSMUSG00000007987"	25	106	10	10	11	61
"ENSMUSG00000097908"	0	1	1	85	0	37
"ENSMUSG00000019054"	110	332	135	370	355	683
"ENSMUSG00000059518"	7	124	47	33	90	108
"ENSMUSG00000004846"	84	552	13	639	1027	879
"ENSMUSG00000004849"	73	366	106	391	311	355
"ENSMUSG00000037411"	88	716	14	935	1199	838
"ENSMUSG00000043279"	5	217	131	3	0	112
"ENSMUSG00000106190"	2	6	33	0	0	1
"ENSMUSG00000023328"	1	0	0	0	221	41
"ENSMUSG00000099145"	0	0	0	0	30	0
"ENSMUSG00000051502"	1	0	0	0	0	50
"ENSMUSG00000037364"	77	209	395	363	155	152
"ENSMUSG00000023348"	20	488	45	384	460	338
"ENSMUSG00000037344"	24	195	0	39	0	217
"ENSMUSG00000029710"	9	159	0	79	93	236
"ENSMUSG00000029715"	14	30	96	76	0	47
"ENSMUSG00000029714"	33	220	151	130	9	104
"ENSMUSG00000029713"	90	517	298	786	609	380
"ENSMUSG00000029716"	24	18	0	225	259	12
"ENSMUSG00000037221"	18	1	208	114	455	117
"ENSMUSG00000105408"	2	28	113	15	40	9
"ENSMUSG00000029718"	324	2030	276	2183	2150	3367
"ENSMUSG00000089984"	0	1	0	0	2	0
"ENSMUSG00000106617"	2	8	0	0	0	0
"ENSMUSG00000081228"	3	6	0	2	0	1
"ENSMUSG00000093445"	1	0	0	4	0	0
"ENSMUSG00000029720"	0	1	4	2	12	1
"ENSMUSG00000047182"	0	0	0	2	0	0
"ENSMUSG00000029722"	41	120	14	179	184	192
"ENSMUSG00000082088"	0	8	1	1	1	3
"ENSMUSG00000029723"	45	437	99	299	136	376
"ENSMUSG00000029725"	3	18	27	22	20	59
"ENSMUSG00000029726"	6	54	0	47	124	26
"ENSMUSG00000037108"	2	12	0	0	0	147
"ENSMUSG00000046245"	3	3	204	158	321	2
"ENSMUSG00000066684"	0	0	29	14	0	0
"ENSMUSG00000106478"	0	0	39	0	0	0
"ENSMUSG00000066682"	6	55	210	47	53	13
"ENSMUSG00000029727"	45	0	0	82	181	578
"ENSMUSG00000083813"	0	37	0	0	0	0
"ENSMUSG00000105787"	0	0	0	2	0	0
"ENSMUSG00000056966"	0	236	0	11	321	67
"ENSMUSG00000063739"	1	2	1	2	1	0
"ENSMUSG00000029729"	31	1	0	72	8	73
"ENSMUSG00000037017"	34	167	9	189	0	261
"ENSMUSG00000037007"	0	98	50	92	0	7
"ENSMUSG00000019494"	95	351	2105	367	344	909
"ENSMUSG00000029730"	147	299	1350	753	559	160
"ENSMUSG00000019518"	0	0	25	95	0	8
"ENSMUSG00000036980"	35	240	108	152	182	237
"ENSMUSG00000036968"	16	387	1	208	94	170
"ENSMUSG00000049285"	0	27	0	30	0	3
"ENSMUSG00000050552"	7	90	77	127	66	153
"ENSMUSG00000036948"	0	73	52	1	5	7
"ENSMUSG00000085227"	0	0	1	3	0	4
"ENSMUSG00000029510"	0	1	5	0	0	27
"ENSMUSG00000080935"	0	0	0	2	1	0
"ENSMUSG00000036898"	17	273	3	29	80	168
"ENSMUSG00000046440"	1	0	27	0	1	1
"ENSMUSG00000058291"	4	376	0	294	15	472
"ENSMUSG00000081142"	0	0	5	0	0	6
"ENSMUSG00000104686"	0	6	0	0	0	6
"ENSMUSG00000056014"	0	0	0	0	0	190
"ENSMUSG00000025854"	163	1130	264	1871	2980	4760
"ENSMUSG00000025856"	42	292	0	194	79	251
"ENSMUSG00000075585"	2	60	0	0	1	11
"ENSMUSG00000025855"	0	72	0	76	0	250
"ENSMUSG00000086873"	4	0	0	9	14	0
"ENSMUSG00000025857"	0	126	0	0	0	8
"ENSMUSG00000036817"	104	478	139	422	640	580
"ENSMUSG00000025858"	46	275	0	214	2	136
"ENSMUSG00000056413"	0	2	0	0	0	0
"ENSMUSG00000045438"	12	106	0	16	26	36
"ENSMUSG00000053553"	6	54	0	149	18	36
"ENSMUSG00000044197"	0	99	0	68	0	3
"ENSMUSG00000044092"	31	55	0	41	218	108
"ENSMUSG00000053647"	3	85	0	110	0	167
"ENSMUSG00000053581"	30	109	26	245	0	333
"ENSMUSG00000029546"	3	36	0	0	0	4
"ENSMUSG00000036718"	5	203	214	209	0	307
"ENSMUSG00000029547"	25	50	0	195	193	94
"ENSMUSG00000018143"	6	422	394	210	466	566
"ENSMUSG00000036687"	0	58	0	0	0	52
"ENSMUSG00000029551"	8	41	0	11	0	2
"ENSMUSG00000029554"	20	65	13	71	0	345
"ENSMUSG00000105453"	0	2	176	1	0	0
"ENSMUSG00000087606"	0	0	0	0	0	55
"ENSMUSG00000087248"	0	0	0	23	0	10
"ENSMUSG00000036639"	3	43	51	25	0	16
"ENSMUSG00000029557"	0	0	0	0	5	23
"ENSMUSG00000029560"	17	166	5	248	0	102
"ENSMUSG00000056076"	144	631	84	1003	331	257
"ENSMUSG00000036599"	154	693	172	984	1159	1469
"ENSMUSG00000105633"	0	0	7	0	0	0
"ENSMUSG00000029570"	8	76	0	37	53	188
"ENSMUSG00000036565"	10	75	0	14	20	108
"ENSMUSG00000036555"	9	106	0	387	0	317
"ENSMUSG00000000148"	29	102	0	231	1	311
"ENSMUSG00000050022"	0	0	0	12	0	211
"ENSMUSG00000000149"	14	107	0	70	0	86
"ENSMUSG00000036526"	0	1	162	0	0	0
"ENSMUSG00000039683"	0	0	0	25	0	0
"ENSMUSG00000083382"	1	6	4	4	11	6
"ENSMUSG00000056493"	0	109	0	125	234	92
"ENSMUSG00000039623"	0	0	0	0	0	4
"ENSMUSG00000029576"	20	6	0	135	104	143
"ENSMUSG00000074817"	0	0	3	0	0	8
"ENSMUSG00000039533"	17	0	0	0	0	19
"ENSMUSG00000029578"	31	538	352	446	2	298
"ENSMUSG00000039477"	4	164	0	261	153	275
"ENSMUSG00000082308"	0	0	23	0	0	0
"ENSMUSG00000066640"	12	67	39	130	276	38
"ENSMUSG00000097559"	11	0	0	0	0	0
"ENSMUSG00000029580"	3271	14911	21392	33041	26339	34670
"ENSMUSG00000029581"	8	754	38	443	196	946
"ENSMUSG00000045078"	89	348	315	111	1503	263
"ENSMUSG00000061898"	0	1	5	319	0	0
"ENSMUSG00000029587"	40	1	0	166	0	64
"ENSMUSG00000046658"	2	155	0	19	0	19
"ENSMUSG00000039244"	10	215	134	17	19	98
"ENSMUSG00000001844"	12	211	110	77	244	330
"ENSMUSG00000089889"	7	84	0	15	0	10
"ENSMUSG00000106198"	0	0	0	0	5	1
"ENSMUSG00000079111"	101	871	268	686	573	637
"ENSMUSG00000105206"	0	0	10	0	0	0
"ENSMUSG00000106068"	0	0	19	0	0	0
"ENSMUSG00000039206"	40	1	0	167	0	298
"ENSMUSG00000001847"	38	1716	39	126	5	120
"ENSMUSG00000105198"	0	0	0	3	0	0
"ENSMUSG00000083012"	0	192	148	1	0	40
"ENSMUSG00000018001"	6	669	526	527	966	1461
"ENSMUSG00000051306"	2	38	325	75	0	56
"ENSMUSG00000097287"	6	5	2	3	4	2
"ENSMUSG00000104708"	0	1	0	1	0	0
"ENSMUSG00000029613"	38	240	562	283	322	298
"ENSMUSG00000029607"	0	0	0	25	0	0
"ENSMUSG00000029610"	2	31	12	163	0	43
"ENSMUSG00000079109"	11	0	3	21	0	158
"ENSMUSG00000075569"	14	0	0	0	0	0
"ENSMUSG00000029617"	22	126	105	132	99	5
"ENSMUSG00000029618"	0	37	0	0	0	0
"ENSMUSG00000038970"	14	1	8	67	0	5
"ENSMUSG00000066621"	11	52	0	290	388	474
"ENSMUSG00000047843"	0	54	39	5	2	20
"ENSMUSG00000038859"	34	381	111	26	0	136
"ENSMUSG00000086894"	16	0	0	14	0	3
"ENSMUSG00000059991"	3	0	0	0	0	0
"ENSMUSG00000045482"	43	250	212	231	155	255
"ENSMUSG00000038780"	0	12	17	0	0	231
"ENSMUSG00000038770"	0	3	0	0	0	1
"ENSMUSG00000029621"	45	416	179	351	609	492
"ENSMUSG00000029622"	448	2285	1356	2591	2388	3827
"ENSMUSG00000029623"	96	443	169	391	386	480
"ENSMUSG00000038722"	30	132	110	81	77	188
"ENSMUSG00000029624"	13	3	11	82	173	153
"ENSMUSG00000029625"	17	123	60	105	18	65
"ENSMUSG00000038690"	66	229	52	64	77	265
"ENSMUSG00000029627"	7	0	0	24	271	1
"ENSMUSG00000055991"	9	3	0	167	99	329
"ENSMUSG00000007812"	54	223	0	325	0	281
"ENSMUSG00000070420"	0	0	10	8	0	0
"ENSMUSG00000104682"	0	0	0	19	1	57
"ENSMUSG00000105474"	0	0	4	0	0	0
"ENSMUSG00000105390"	0	0	9	0	0	0
"ENSMUSG00000029634"	163	464	22	587	494	650
"ENSMUSG00000029635"	17	32	74	44	0	10
"ENSMUSG00000029636"	23	0	0	18	0	81
"ENSMUSG00000094090"	1	3	36	2	3	9
"ENSMUSG00000029640"	15	14	1	0	259	42
"ENSMUSG00000041453"	125	362	53	461	447	600
"ENSMUSG00000029641"	16	875	0	134	45	235
"ENSMUSG00000016503"	1	13	26	19	17	4
"ENSMUSG00000016510"	39	140	93	154	6	75
"ENSMUSG00000016520"	5	96	0	75	0	60
"ENSMUSG00000029642"	33	185	50	77	252	167
"ENSMUSG00000029646"	0	0	3	0	0	0
"ENSMUSG00000042817"	0	1	287	0	0	1
"ENSMUSG00000057157"	1	0	0	2	1	0
"ENSMUSG00000106820"	0	8	0	13	0	0
"ENSMUSG00000107336"	0	3	0	0	0	2
"ENSMUSG00000106891"	0	22	0	0	0	3
"ENSMUSG00000029647"	0	148	130	92	644	393
"ENSMUSG00000107085"	0	0	0	0	53	0
"ENSMUSG00000029648"	1	0	93	0	0	18
"ENSMUSG00000029649"	75	484	260	419	295	387
"ENSMUSG00000029650"	1	0	0	0	0	95
"ENSMUSG00000029651"	3	0	0	165	0	43
"ENSMUSG00000066554"	2	13	111	5	2	5
"ENSMUSG00000041313"	32	1	0	136	0	191
"ENSMUSG00000001687"	30	399	348	223	1197	526
"ENSMUSG00000041298"	58	6	0	65	2	88
"ENSMUSG00000106892"	0	0	0	15	0	0
"ENSMUSG00000085639"	0	0	0	28	0	0
"ENSMUSG00000108207"	0	0	0	0	0	3
"ENSMUSG00000106951"	8	159	0	36	0	101
"ENSMUSG00000085971"	5	0	0	29	0	0
"ENSMUSG00000066551"	309	1275	732	1197	787	1648
"ENSMUSG00000097191"	0	0	7	0	0	0
"ENSMUSG00000107388"	0	1	0	77	1	25
"ENSMUSG00000024437"	0	3	52	0	0	0
"ENSMUSG00000107313"	0	0	0	5	0	1
"ENSMUSG00000041264"	119	17	6	537	523	417
"ENSMUSG00000060063"	11	53	413	75	215	20
"ENSMUSG00000029659"	23	234	58	280	419	279
"ENSMUSG00000106750"	0	0	0	38	0	7
"ENSMUSG00000106777"	0	0	17	0	95	1
"ENSMUSG00000029660"	0	0	0	0	9	0
"ENSMUSG00000029658"	0	0	0	12	0	38
"ENSMUSG00000029657"	325	1431	1682	1355	2155	1134
"ENSMUSG00000106674"	2	0	0	0	0	0
"ENSMUSG00000080002"	0	1	125	0	1	1
"ENSMUSG00000051950"	0	200	0	65	13	172
"ENSMUSG00000056602"	122	50	105	395	376	580
"ENSMUSG00000106719"	0	0	0	0	24	6
"ENSMUSG00000041147"	19	0	1	168	0	97
"ENSMUSG00000041132"	5	0	11	0	173	7
"ENSMUSG00000029655"	10	307	375	149	93	377
"ENSMUSG00000034021"	19	79	278	443	1	591
"ENSMUSG00000107048"	0	0	0	30	0	1
"ENSMUSG00000106963"	0	0	1	1	3	0
"ENSMUSG00000016128"	56	233	1	169	239	131
"ENSMUSG00000054622"	0	6	0	0	68	14
"ENSMUSG00000097321"	0	29	0	0	0	0
