"ensembl_gene_id"	"external_gene_name"	"hgnc_symbol"	"mgi_symbol"
"11799"	"ENSMUSG00000100104"	"Gm5644"	NA	"Gm5644"
"11800"	"ENSMUSG00000100188"	"Gm29561"	NA	"Gm29561"
"11801"	"ENSMUSG00000100252"	"Mir124-2hg"	NA	"Mir124-2hg"
"11802"	"ENSMUSG00000100395"	"Gm28448"	NA	"Gm28448"
"11803"	"ENSMUSG00000100466"	"Gm29572"	NA	"Gm29572"
"11804"	"ENSMUSG00000100666"	"1700007F19Rik"	NA	"1700007F19Rik"
"11805"	"ENSMUSG00000100755"	"Rps23-ps1"	NA	"Rps23-ps1"
"11806"	"ENSMUSG00000100799"	"1700027H10Rik"	NA	"1700027H10Rik"
"11807"	"ENSMUSG00000100962"	"Gm29133"	NA	"Gm29133"
"11808"	"ENSMUSG00000101334"	"1700028M03Rik"	NA	"1700028M03Rik"
"11809"	"ENSMUSG00000101641"	"Gm29560"	NA	"Gm29560"
"11810"	"ENSMUSG00000101860"	"Mindy4b-ps"	NA	"Mindy4b-ps"
"11811"	"ENSMUSG00000101897"	"Gm29137"	NA	"Gm29137"
"11812"	"ENSMUSG00000102067"	"Gm29230"	NA	"Gm29230"
"11813"	"ENSMUSG00000102137"	"Rpl28-ps2"	NA	"Rpl28-ps2"
"11814"	"ENSMUSG00000102147"	"Gm38055"	NA	"Gm38055"
"11815"	"ENSMUSG00000102149"	"Gm9723"	NA	"Gm9723"
"11816"	"ENSMUSG00000102155"	"Gm37468"	NA	"Gm37468"
"11817"	"ENSMUSG00000102167"	"Gm2345"	NA	"Gm2345"
"11818"	"ENSMUSG00000102169"	"Gm9113"	NA	"Gm9113"
"11819"	"ENSMUSG00000102181"	"Gm37190"	NA	"Gm37190"
"11820"	"ENSMUSG00000102186"	"Gm37191"	NA	"Gm37191"
"11821"	"ENSMUSG00000102188"	"Gm37193"	NA	"Gm37193"
"11822"	"ENSMUSG00000102190"	"Gm38166"	NA	"Gm38166"
"11823"	"ENSMUSG00000102191"	"Gm36569"	NA	"Gm36569"
"11824"	"ENSMUSG00000102203"	"4930412E21Rik"	NA	"4930412E21Rik"
"11825"	"ENSMUSG00000102214"	"Gm37492"	NA	"Gm37492"
"11826"	"ENSMUSG00000102215"	"Gm2464"	NA	"Gm2464"
"11827"	"ENSMUSG00000102216"	"Gm19231"	NA	"Gm19231"
"11828"	"ENSMUSG00000102218"	"Gm37493"	NA	"Gm37493"
"11829"	"ENSMUSG00000102220"	"Rpl23a-ps5"	NA	"Rpl23a-ps5"
"11830"	"ENSMUSG00000102223"	"Gm37300"	NA	"Gm37300"
"11831"	"ENSMUSG00000102233"	"Gm37889"	NA	"Gm37889"
"11832"	"ENSMUSG00000102238"	"Gm37890"	NA	"Gm37890"
"11833"	"ENSMUSG00000102242"	"Gm37719"	NA	"Gm37719"
"11834"	"ENSMUSG00000102247"	"Gm37715"	NA	"Gm37715"
"11835"	"ENSMUSG00000102256"	"Gm38258"	NA	"Gm38258"
"11836"	"ENSMUSG00000102261"	"Gm18864"	NA	"Gm18864"
"11837"	"ENSMUSG00000102263"	"Gm31415"	NA	"Gm31415"
"11838"	"ENSMUSG00000102268"	"Gm8826"	NA	"Gm8826"
"11839"	"ENSMUSG00000102270"	"Gm8388"	NA	"Gm8388"
"11840"	"ENSMUSG00000102274"	"Gm4855"	NA	"Gm4855"
"11841"	"ENSMUSG00000102283"	"Gm37000"	NA	"Gm37000"
"11842"	"ENSMUSG00000102285"	"Gm37001"	NA	"Gm37001"
"11843"	"ENSMUSG00000102298"	"Gm33707"	NA	"Gm33707"
"11844"	"ENSMUSG00000102308"	"2310046K23Rik"	NA	"2310046K23Rik"
"11845"	"ENSMUSG00000102311"	"Gm5543"	NA	"Gm5543"
"11846"	"ENSMUSG00000102322"	"4930566N20Rik"	NA	"4930566N20Rik"
"11847"	"ENSMUSG00000102334"	"Gm18865"	NA	"Gm18865"
"11848"	"ENSMUSG00000102341"	"Gm18952"	NA	"Gm18952"
"11849"	"ENSMUSG00000102342"	"Gm37380"	NA	"Gm37380"
"11850"	"ENSMUSG00000102345"	"Gm37377"	NA	"Gm37377"
"11851"	"ENSMUSG00000102362"	"4930509J09Rik"	NA	"4930509J09Rik"
"11852"	"ENSMUSG00000102369"	"9530022L04Rik"	NA	"9530022L04Rik"
"11853"	"ENSMUSG00000102370"	"Gm37973"	NA	"Gm37973"
"11854"	"ENSMUSG00000102379"	"Gm37971"	NA	"Gm37971"
"11855"	"ENSMUSG00000102390"	"Gm37579"	NA	"Gm37579"
"11856"	"ENSMUSG00000102393"	"Gm37576"	NA	"Gm37576"
"11857"	"ENSMUSG00000102394"	"Gm37575"	NA	"Gm37575"
"11858"	"ENSMUSG00000102397"	"Gm37573"	NA	"Gm37573"
"11859"	"ENSMUSG00000102420"	"Gm37464"	NA	"Gm37464"
"11860"	"ENSMUSG00000102422"	"Iqschfp"	NA	"Iqschfp"
"11861"	"ENSMUSG00000102423"	"Gm37465"	NA	"Gm37465"
"11862"	"ENSMUSG00000102436"	"Gm38047"	NA	"Gm38047"
"11863"	"ENSMUSG00000102438"	"Gm17953"	NA	"Gm17953"
"11864"	"ENSMUSG00000102439"	"Flg"	NA	"Flg"
"11865"	"ENSMUSG00000102443"	"Gm37102"	NA	"Gm37102"
"11866"	"ENSMUSG00000102445"	"Gm37104"	NA	"Gm37104"
"11867"	"ENSMUSG00000102450"	"Gm38343"	NA	"Gm38343"
"11868"	"ENSMUSG00000102460"	"Gm38197"	NA	"Gm38197"
"11869"	"ENSMUSG00000102462"	"Gm5542"	NA	"Gm5542"
"11870"	"ENSMUSG00000102463"	"1700003N22Rik"	NA	"1700003N22Rik"
"11871"	"ENSMUSG00000102466"	"Gm38200"	NA	"Gm38200"
"11872"	"ENSMUSG00000102469"	"Gm38201"	NA	"Gm38201"
"11873"	"ENSMUSG00000102470"	"Gm37244"	NA	"Gm37244"
"11874"	"ENSMUSG00000102476"	"Gm37245"	NA	"Gm37245"
"11875"	"ENSMUSG00000102480"	"Gm37926"	NA	"Gm37926"
"11876"	"ENSMUSG00000102482"	"Gm37924"	NA	"Gm37924"
"11877"	"ENSMUSG00000102485"	"Gm37922"	NA	"Gm37922"
"11878"	"ENSMUSG00000102489"	"Dnmt3a-ps1"	NA	"Dnmt3a-ps1"
"11879"	"ENSMUSG00000102490"	"Gm36985"	NA	"Gm36985"
"11880"	"ENSMUSG00000102498"	"Gm19445"	NA	"Gm19445"
"11881"	"ENSMUSG00000102504"	"Gm21955"	NA	"Gm21955"
"11882"	"ENSMUSG00000102505"	"1600017P15Rik"	NA	"1600017P15Rik"
"11883"	"ENSMUSG00000102510"	"Olfr1398-ps1"	NA	"Olfr1398-ps1"
"11884"	"ENSMUSG00000102511"	"Gm38086"	NA	"Gm38086"
"11885"	"ENSMUSG00000102514"	"Gm35323"	NA	"Gm35323"
"11886"	"ENSMUSG00000102525"	"Gm37784"	NA	"Gm37784"
"11887"	"ENSMUSG00000102530"	"Gm37228"	NA	"Gm37228"
"11888"	"ENSMUSG00000102539"	"Gm37229"	NA	"Gm37229"
"11889"	"ENSMUSG00000102544"	"Gm5103"	NA	"Gm5103"
"11890"	"ENSMUSG00000102545"	"6430573P05Rik"	NA	"6430573P05Rik"
"11891"	"ENSMUSG00000102550"	"Gm8276"	NA	"Gm8276"
"11892"	"ENSMUSG00000102564"	"Gm37035"	NA	"Gm37035"
"11893"	"ENSMUSG00000102566"	"Gm37037"	NA	"Gm37037"
"11894"	"ENSMUSG00000102569"	"Gm37041"	NA	"Gm37041"
"11895"	"ENSMUSG00000102570"	"Gm37968"	NA	"Gm37968"
"11896"	"ENSMUSG00000102574"	"Gm33206"	NA	"Gm33206"
"11897"	"ENSMUSG00000102579"	"Gm37965"	NA	"Gm37965"
"11898"	"ENSMUSG00000102581"	"Gm37443"	NA	"Gm37443"
"11899"	"ENSMUSG00000102589"	"Gm37445"	NA	"Gm37445"
"11900"	"ENSMUSG00000102590"	"Mannr"	NA	"Mannr"
"11901"	"ENSMUSG00000102595"	"Gm30097"	NA	"Gm30097"
"11902"	"ENSMUSG00000102609"	"Gm18432"	NA	"Gm18432"
"11903"	"ENSMUSG00000102610"	"Gm37846"	NA	"Gm37846"
"11904"	"ENSMUSG00000102614"	"Gm37843"	NA	"Gm37843"
"11905"	"ENSMUSG00000102620"	"Gm37675"	NA	"Gm37675"
"11906"	"ENSMUSG00000102625"	"Gm37672"	NA	"Gm37672"
"11907"	"ENSMUSG00000102629"	"Gm29999"	NA	"Gm29999"
"11908"	"ENSMUSG00000102636"	"Gm31466"	NA	"Gm31466"
"11909"	"ENSMUSG00000102637"	"Gm8684"	NA	"Gm8684"
"11910"	"ENSMUSG00000102646"	"Gm19694"	NA	"Gm19694"
"11911"	"ENSMUSG00000102652"	"Gm37078"	NA	"Gm37078"
"11912"	"ENSMUSG00000102655"	"Gm37081"	NA	"Gm37081"
"11913"	"ENSMUSG00000102663"	"Gm6631"	NA	"Gm6631"
"11914"	"ENSMUSG00000102666"	"Gm8599"	NA	"Gm8599"
"11915"	"ENSMUSG00000102667"	"Gm19901"	NA	"Gm19901"
"11916"	"ENSMUSG00000102677"	"4930535E02Rik"	NA	"4930535E02Rik"
"11917"	"ENSMUSG00000102679"	"Gm20557"	NA	"Gm20557"
"11918"	"ENSMUSG00000102692"	"Dchs2"	NA	"Dchs2"
"11919"	"ENSMUSG00000102696"	"Gm37778"	NA	"Gm37778"
"11920"	"ENSMUSG00000102699"	"4930433B08Rik"	NA	"4930433B08Rik"
"11921"	"ENSMUSG00000102703"	"Gm38313"	NA	"Gm38313"
"11922"	"ENSMUSG00000102705"	"4632432E15Rik"	NA	"4632432E15Rik"
"11923"	"ENSMUSG00000102707"	"Gm38311"	NA	"Gm38311"
"11924"	"ENSMUSG00000102710"	"Gm4857"	NA	"Gm4857"
"11925"	"ENSMUSG00000102715"	"Gm6209"	NA	"Gm6209"
"11926"	"ENSMUSG00000102729"	"Gm32444"	NA	"Gm32444"
"11927"	"ENSMUSG00000102731"	"Gm38261"	NA	"Gm38261"
"11928"	"ENSMUSG00000102732"	"Gm37342"	NA	"Gm37342"
"11929"	"ENSMUSG00000102741"	"Gm2979"	NA	"Gm2979"
"11930"	"ENSMUSG00000102746"	"Gm37601"	NA	"Gm37601"
"11931"	"ENSMUSG00000102753"	"Gm37056"	NA	"Gm37056"
"11932"	"ENSMUSG00000102757"	"Gm2756"	NA	"Gm2756"
"11933"	"ENSMUSG00000102758"	"Naaladl2"	NA	"Naaladl2"
"11934"	"ENSMUSG00000102769"	"Gm37185"	NA	"Gm37185"
"11935"	"ENSMUSG00000102775"	"Gm38160"	NA	"Gm38160"
"11936"	"ENSMUSG00000102780"	"Gm38253"	NA	"Gm38253"
"11937"	"ENSMUSG00000102785"	"Gm2447"	NA	"Gm2447"
"11938"	"ENSMUSG00000102786"	"Gm38252"	NA	"Gm38252"
"11939"	"ENSMUSG00000102792"	"Gm32175"	NA	"Gm32175"
"11940"	"ENSMUSG00000102795"	"Gm6236"	NA	"Gm6236"
"11941"	"ENSMUSG00000102804"	"Gm37481"	NA	"Gm37481"
"11942"	"ENSMUSG00000102805"	"Gm37240"	NA	"Gm37240"
"11943"	"ENSMUSG00000102807"	"Gm37480"	NA	"Gm37480"
"11944"	"ENSMUSG00000102808"	"5430420F09Rik"	NA	"5430420F09Rik"
"11945"	"ENSMUSG00000102809"	"Gm8643"	NA	"Gm8643"
"11946"	"ENSMUSG00000102815"	"Gm37813"	NA	"Gm37813"
"11947"	"ENSMUSG00000102820"	"Gm38353"	NA	"Gm38353"
"11948"	"ENSMUSG00000102825"	"Gm36990"	NA	"Gm36990"
"11949"	"ENSMUSG00000102834"	"1700029B24Rik"	NA	"1700029B24Rik"
"11950"	"ENSMUSG00000102844"	"Gm38034"	NA	"Gm38034"
"11951"	"ENSMUSG00000102846"	"Gm10292"	NA	"Gm10292"
"11952"	"ENSMUSG00000102853"	"Gm7270"	NA	"Gm7270"
"11953"	"ENSMUSG00000102855"	"Gm38002"	NA	"Gm38002"
"11954"	"ENSMUSG00000102857"	"Gm37085"	NA	"Gm37085"
"11955"	"ENSMUSG00000102859"	"Gm8625"	NA	"Gm8625"
"11956"	"ENSMUSG00000102862"	"Gm37640"	NA	"Gm37640"
"11957"	"ENSMUSG00000102866"	"Gm37636"	NA	"Gm37636"
"11958"	"ENSMUSG00000102872"	"Gm38195"	NA	"Gm38195"
"11959"	"ENSMUSG00000102876"	"Gm37136"	NA	"Gm37136"
"11960"	"ENSMUSG00000102880"	"4930517J16Rik"	NA	"4930517J16Rik"
"11961"	"ENSMUSG00000102883"	"Gm37279"	NA	"Gm37279"
"11962"	"ENSMUSG00000102884"	"Gm37281"	NA	"Gm37281"
"11963"	"ENSMUSG00000102886"	"Gm30667"	NA	"Gm30667"
"11964"	"ENSMUSG00000102891"	"Gm19114"	NA	"Gm19114"
"11965"	"ENSMUSG00000102892"	"Gm37854"	NA	"Gm37854"
"11966"	"ENSMUSG00000102893"	"Gm37855"	NA	"Gm37855"
"11967"	"ENSMUSG00000102895"	"5830415G21Rik"	NA	"5830415G21Rik"
"11968"	"ENSMUSG00000102908"	"Gm7558"	NA	"Gm7558"
"11969"	"ENSMUSG00000102914"	"Gm35106"	NA	"Gm35106"
"11970"	"ENSMUSG00000102916"	"Gm37725"	NA	"Gm37725"
"11971"	"ENSMUSG00000102919"	"Gm37726"	NA	"Gm37726"
"11972"	"ENSMUSG00000102933"	"Gm9116"	NA	"Gm9116"
"11973"	"ENSMUSG00000102936"	"Gm35584"	NA	"Gm35584"
"11974"	"ENSMUSG00000102943"	"Gm37550"	NA	"Gm37550"
"11975"	"ENSMUSG00000102949"	"Gm37882"	NA	"Gm37882"
"11976"	"ENSMUSG00000102972"	"Gm37348"	NA	"Gm37348"
"11977"	"ENSMUSG00000102979"	"Gm37350"	NA	"Gm37350"
"11978"	"ENSMUSG00000102986"	"Gm38323"	NA	"Gm38323"
"11979"	"ENSMUSG00000102987"	"Gm38324"	NA	"Gm38324"
"11980"	"ENSMUSG00000102998"	"Gm37763"	NA	"Gm37763"
"11981"	"ENSMUSG00000103000"	"Gm37900"	NA	"Gm37900"
"11982"	"ENSMUSG00000103007"	"Gm20690"	NA	"Gm20690"
"11983"	"ENSMUSG00000103011"	"Gm8860"	NA	"Gm8860"
"11984"	"ENSMUSG00000103012"	"Gm37548"	NA	"Gm37548"
"11985"	"ENSMUSG00000103020"	"Gm37681"	NA	"Gm37681"
"11986"	"ENSMUSG00000103024"	"Gm37685"	NA	"Gm37685"
"11987"	"ENSMUSG00000103027"	"Gm37684"	NA	"Gm37684"
"11988"	"ENSMUSG00000103028"	"Gm8747"	NA	"Gm8747"
"11989"	"ENSMUSG00000103031"	"Gm29950"	NA	"Gm29950"
"11990"	"ENSMUSG00000103034"	"Gm8797"	NA	"Gm8797"
"11991"	"ENSMUSG00000103039"	"Gm37123"	NA	"Gm37123"
"11992"	"ENSMUSG00000103041"	"Gm37305"	NA	"Gm37305"
"11993"	"ENSMUSG00000103045"	"Gm37308"	NA	"Gm37308"
"11994"	"ENSMUSG00000103053"	"Gm38271"	NA	"Gm38271"
"11995"	"ENSMUSG00000103078"	"Gm37901"	NA	"Gm37901"
"11996"	"ENSMUSG00000103082"	"Gm38124"	NA	"Gm38124"
"11997"	"ENSMUSG00000103084"	"Gm38119"	NA	"Gm38119"
"11998"	"ENSMUSG00000103094"	"Gm37558"	NA	"Gm37558"
"11999"	"ENSMUSG00000103095"	"Gm37557"	NA	"Gm37557"
"12000"	"ENSMUSG00000103099"	"Gm6074"	NA	"Gm6074"
"12001"	"ENSMUSG00000103113"	"Gm37585"	NA	"Gm37585"
"12002"	"ENSMUSG00000103115"	"Gm37584"	NA	"Gm37584"
"12003"	"ENSMUSG00000103116"	"4930539M17Rik"	NA	"4930539M17Rik"
"12004"	"ENSMUSG00000103124"	"Gm37389"	NA	"Gm37389"
"12005"	"ENSMUSG00000103127"	"Gm37386"	NA	"Gm37386"
"12006"	"ENSMUSG00000103135"	"Gm37979"	NA	"Gm37979"
"12007"	"ENSMUSG00000103148"	"Gm37746"	NA	"Gm37746"
"12008"	"ENSMUSG00000103150"	"Gm38291"	NA	"Gm38291"
"12009"	"ENSMUSG00000103154"	"Gm38295"	NA	"Gm38295"
"12010"	"ENSMUSG00000103155"	"Gm8109"	NA	"Gm8109"
"12011"	"ENSMUSG00000103170"	"Gm37170"	NA	"Gm37170"
"12012"	"ENSMUSG00000103177"	"Gm18427"	NA	"Gm18427"
"12013"	"ENSMUSG00000103181"	"A330069K06Rik"	NA	"A330069K06Rik"
"12014"	"ENSMUSG00000103187"	"Gm37087"	NA	"Gm37087"
"12015"	"ENSMUSG00000103191"	"Gm37646"	NA	"Gm37646"
"12016"	"ENSMUSG00000103193"	"Gm19066"	NA	"Gm19066"
"12017"	"ENSMUSG00000103204"	"Gm38139"	NA	"Gm38139"
"12018"	"ENSMUSG00000103206"	"Gm8515"	NA	"Gm8515"
"12019"	"ENSMUSG00000103208"	"Gm37330"	NA	"Gm37330"
"12020"	"ENSMUSG00000103210"	"Gm5852"	NA	"Gm5852"
"12021"	"ENSMUSG00000103211"	"Gm38288"	NA	"Gm38288"
"12022"	"ENSMUSG00000103218"	"Gm7270"	NA	"Gm7270"
"12023"	"ENSMUSG00000103221"	"Sprr2c-ps"	NA	"Sprr2c-ps"
"12024"	"ENSMUSG00000103224"	"Gm2077"	NA	"Gm2077"
"12025"	"ENSMUSG00000103239"	"Gm37155"	NA	"Gm37155"
"12026"	"ENSMUSG00000103243"	"Lce1d"	NA	"Lce1d"
"12027"	"ENSMUSG00000103245"	"Pou5f1-rs3"	NA	"Pou5f1-rs3"
"12028"	"ENSMUSG00000103249"	"Gm38088"	NA	"Gm38088"
"12029"	"ENSMUSG00000103256"	"Gm37647"	NA	"Gm37647"
"12030"	"ENSMUSG00000103257"	"Gm7977"	NA	"Gm7977"
"12031"	"ENSMUSG00000103261"	"Gm36981"	NA	"Gm36981"
"12032"	"ENSMUSG00000103264"	"Gm30341"	NA	"Gm30341"
"12033"	"ENSMUSG00000103273"	"Gm37913"	NA	"Gm37913"
"12034"	"ENSMUSG00000103274"	"Gm37918"	NA	"Gm37918"
"12035"	"ENSMUSG00000103275"	"Gm36983"	NA	"Gm36983"
"12036"	"ENSMUSG00000103279"	"Gm3351"	NA	"Gm3351"
"12037"	"ENSMUSG00000103284"	"3110080O07Rik"	NA	"3110080O07Rik"
"12038"	"ENSMUSG00000103286"	"Gm5850"	NA	"Gm5850"
"12039"	"ENSMUSG00000103293"	"Gm5842"	NA	"Gm5842"
"12040"	"ENSMUSG00000103294"	"Gm38233"	NA	"Gm38233"
"12041"	"ENSMUSG00000103295"	"Scp2-ps1"	NA	"Scp2-ps1"
"12042"	"ENSMUSG00000103302"	"Gm37803"	NA	"Gm37803"
"12043"	"ENSMUSG00000103304"	"Gm5979"	NA	"Gm5979"
"12044"	"ENSMUSG00000103306"	"Gm37801"	NA	"Gm37801"
"12045"	"ENSMUSG00000103312"	"Gm6677"	NA	"Gm6677"
"12046"	"ENSMUSG00000103313"	"Gm38357"	NA	"Gm38357"
"12047"	"ENSMUSG00000103318"	"Gm38356"	NA	"Gm38356"
"12048"	"ENSMUSG00000103322"	"Gm37404"	NA	"Gm37404"
"12049"	"ENSMUSG00000103323"	"Gm21631"	NA	"Gm21631"
"12050"	"ENSMUSG00000103334"	"Gm29771"	NA	"Gm29771"
"12051"	"ENSMUSG00000103339"	"Gm37996"	NA	"Gm37996"
"12052"	"ENSMUSG00000103345"	"Gm10723"	NA	"Gm10723"
"12053"	"ENSMUSG00000103346"	"C230057A21Rik"	NA	"C230057A21Rik"
"12054"	"ENSMUSG00000103349"	"Gm36888"	NA	"Gm36888"
"12055"	"ENSMUSG00000103350"	"Tdpoz6"	NA	"Tdpoz6"
"12056"	"ENSMUSG00000103351"	"Gm6350"	NA	"Gm6350"
"12057"	"ENSMUSG00000103353"	"Gm37597"	NA	"Gm37597"
"12058"	"ENSMUSG00000103362"	"Tdpoz2"	NA	"Tdpoz2"
"12059"	"ENSMUSG00000103369"	"Gm6546"	NA	"Gm6546"
"12060"	"ENSMUSG00000103385"	"Gm37752"	NA	"Gm37752"
"12061"	"ENSMUSG00000103392"	"Gm38303"	NA	"Gm38303"
"12062"	"ENSMUSG00000103396"	"Gm38305"	NA	"Gm38305"
"12063"	"ENSMUSG00000103399"	"Gm29747"	NA	"Gm29747"
"12064"	"ENSMUSG00000103406"	"Gm5541"	NA	"Gm5541"
"12065"	"ENSMUSG00000103408"	"Gm37933"	NA	"Gm37933"
"12066"	"ENSMUSG00000103416"	"Gm37338"	NA	"Gm37338"
"12067"	"ENSMUSG00000103419"	"Gm29808"	NA	"Gm29808"
"12068"	"ENSMUSG00000103420"	"Gm37537"	NA	"Gm37537"
"12069"	"ENSMUSG00000103423"	"Gm5845"	NA	"Gm5845"
"12070"	"ENSMUSG00000103426"	"Gm37533"	NA	"Gm37533"
"12071"	"ENSMUSG00000103428"	"Gm20754"	NA	"Gm20754"
"12072"	"ENSMUSG00000103430"	"Gm36996"	NA	"Gm36996"
"12073"	"ENSMUSG00000103440"	"Gm37131"	NA	"Gm37131"
"12074"	"ENSMUSG00000103441"	"7530428D23Rik"	NA	"7530428D23Rik"
"12075"	"ENSMUSG00000103444"	"Gm17836"	NA	"Gm17836"
"12076"	"ENSMUSG00000103454"	"Gm34303"	NA	"Gm34303"
"12077"	"ENSMUSG00000103459"	"Gm38096"	NA	"Gm38096"
"12078"	"ENSMUSG00000103460"	"Gm18491"	NA	"Gm18491"
"12079"	"ENSMUSG00000103461"	"Gm37616"	NA	"Gm37616"
"12080"	"ENSMUSG00000103464"	"Gm38246"	NA	"Gm38246"
"12081"	"ENSMUSG00000103465"	"Gm37617"	NA	"Gm37617"
"12082"	"ENSMUSG00000103473"	"Gm37696"	NA	"Gm37696"
"12083"	"ENSMUSG00000103476"	"Strit1"	NA	"Strit1"
"12084"	"ENSMUSG00000103477"	"5930409G06Rik"	NA	"5930409G06Rik"
"12085"	"ENSMUSG00000103484"	"Gm38000"	NA	"Gm38000"
"12086"	"ENSMUSG00000103485"	"Gm38001"	NA	"Gm38001"
"12087"	"ENSMUSG00000103491"	"Gm10730"	NA	"Gm10730"
"12088"	"ENSMUSG00000103499"	"Gm6558"	NA	"Gm6558"
"12089"	"ENSMUSG00000103502"	"9330121J05Rik"	NA	"9330121J05Rik"
"12090"	"ENSMUSG00000103511"	"Gm5285"	NA	"Gm5285"
"12091"	"ENSMUSG00000103512"	"Gm37430"	NA	"Gm37430"
"12092"	"ENSMUSG00000103513"	"Gm34780"	NA	"Gm34780"
"12093"	"ENSMUSG00000103518"	"Gm37428"	NA	"Gm37428"
"12094"	"ENSMUSG00000103523"	"2210017I01Rik"	NA	"2210017I01Rik"
"12095"	"ENSMUSG00000103527"	"Gm37261"	NA	"Gm37261"
"12096"	"ENSMUSG00000103533"	"Gm18493"	NA	"Gm18493"
"12097"	"ENSMUSG00000103534"	"Gm37835"	NA	"Gm37835"
"12098"	"ENSMUSG00000103535"	"Gm37836"	NA	"Gm37836"
"12099"	"ENSMUSG00000103538"	"Olfr289-ps1"	NA	"Olfr289-ps1"
"12100"	"ENSMUSG00000103539"	"Gm37834"	NA	"Gm37834"
"12101"	"ENSMUSG00000103549"	"Gm17895"	NA	"Gm17895"
"12102"	"ENSMUSG00000103564"	"Gm35067"	NA	"Gm35067"
"12103"	"ENSMUSG00000103566"	"Gm38068"	NA	"Gm38068"
"12104"	"ENSMUSG00000103568"	"Gm29741"	NA	"Gm29741"
"12105"	"ENSMUSG00000103573"	"Gm18426"	NA	"Gm18426"
"12106"	"ENSMUSG00000103574"	"Gm37116"	NA	"Gm37116"
"12107"	"ENSMUSG00000103587"	"Gm38326"	NA	"Gm38326"
"12108"	"ENSMUSG00000103590"	"Gm37353"	NA	"Gm37353"
"12109"	"ENSMUSG00000103592"	"Gm38364"	NA	"Gm38364"
"12110"	"ENSMUSG00000103595"	"Gm37355"	NA	"Gm37355"
"12111"	"ENSMUSG00000103598"	"Gm4856"	NA	"Gm4856"
"12112"	"ENSMUSG00000103600"	"Gm17952"	NA	"Gm17952"
"12113"	"ENSMUSG00000103606"	"Gm412"	NA	"Gm412"
"12114"	"ENSMUSG00000103607"	"Gm37021"	NA	"Gm37021"
"12115"	"ENSMUSG00000103620"	"Gm37359"	NA	"Gm37359"
"12116"	"ENSMUSG00000103626"	"Gm37358"	NA	"Gm37358"
"12117"	"ENSMUSG00000103628"	"Gm37361"	NA	"Gm37361"
"12118"	"ENSMUSG00000103641"	"Gm19024"	NA	"Gm19024"
"12119"	"ENSMUSG00000103643"	"Gm37770"	NA	"Gm37770"
"12120"	"ENSMUSG00000103650"	"Gm37207"	NA	"Gm37207"
"12121"	"ENSMUSG00000103652"	"Gm37209"	NA	"Gm37209"
"12122"	"ENSMUSG00000103654"	"Gm37203"	NA	"Gm37203"
"12123"	"ENSMUSG00000103655"	"Gm37202"	NA	"Gm37202"
"12124"	"ENSMUSG00000103668"	"Gm38186"	NA	"Gm38186"
"12125"	"ENSMUSG00000103688"	"Gm6321"	NA	"Gm6321"
"12126"	"ENSMUSG00000103694"	"Gm37530"	NA	"Gm37530"
"12127"	"ENSMUSG00000103695"	"A830029E22Rik"	NA	"A830029E22Rik"
"12128"	"ENSMUSG00000103698"	"Gm17877"	NA	"Gm17877"
"12129"	"ENSMUSG00000103700"	"Gm6555"	NA	"Gm6555"
"12130"	"ENSMUSG00000103701"	"Gm10728"	NA	"Gm10728"
"12131"	"ENSMUSG00000103702"	"Gm37290"	NA	"Gm37290"
"12132"	"ENSMUSG00000103703"	"Gm42568"	NA	"Gm42568"
"12133"	"ENSMUSG00000103712"	"Gm37659"	NA	"Gm37659"
"12134"	"ENSMUSG00000103713"	"Gm2136"	NA	"Gm2136"
"12135"	"ENSMUSG00000103718"	"Gm35299"	NA	"Gm35299"
"12136"	"ENSMUSG00000103725"	"Gm7103"	NA	"Gm7103"
"12137"	"ENSMUSG00000103726"	"Gm30074"	NA	"Gm30074"
"12138"	"ENSMUSG00000103729"	"Gm37098"	NA	"Gm37098"
"12139"	"ENSMUSG00000103733"	"Gm6162"	NA	"Gm6162"
"12140"	"ENSMUSG00000103735"	"Gm38317"	NA	"Gm38317"
"12141"	"ENSMUSG00000103738"	"Gm37652"	NA	"Gm37652"
"12142"	"ENSMUSG00000103741"	"Gm38241"	NA	"Gm38241"
"12143"	"ENSMUSG00000103745"	"Gm38237"	NA	"Gm38237"
"12144"	"ENSMUSG00000103759"	"Btf3-ps12"	NA	"Btf3-ps12"
"12145"	"ENSMUSG00000103761"	"Gm37859"	NA	"Gm37859"
"12146"	"ENSMUSG00000103764"	"Gm18382"	NA	"Gm18382"
"12147"	"ENSMUSG00000103765"	"Gm37857"	NA	"Gm37857"
"12148"	"ENSMUSG00000103766"	"Gm38392"	NA	"Gm38392"
"12149"	"ENSMUSG00000103769"	"Gm7343"	NA	"Gm7343"
"12150"	"ENSMUSG00000103781"	"Gm37523"	NA	"Gm37523"
"12151"	"ENSMUSG00000103784"	"Gm37526"	NA	"Gm37526"
"12152"	"ENSMUSG00000103792"	"Gm3745"	NA	"Gm3745"
"12153"	"ENSMUSG00000103798"	"Gm2229"	NA	"Gm2229"
"12154"	"ENSMUSG00000103801"	"Spin3-ps"	NA	"Spin3-ps"
"12155"	"ENSMUSG00000103814"	"Gm38007"	NA	"Gm38007"
"12156"	"ENSMUSG00000103815"	"Gm19194"	NA	"Gm19194"
"12157"	"ENSMUSG00000103816"	"Gm38006"	NA	"Gm38006"
"12158"	"ENSMUSG00000103817"	"Gm6680"	NA	"Gm6680"
